;iso2;year;new_sp;m_cases;f_cases
1431;DM;2006;8.0;4.0;4.0
1432;DM;2007;3.0;2.0;1.0
1433;DM;2008;3.0;3.0;0.0
1434;DO;1980;;0.0;0.0
1435;DO;1981;;0.0;0.0
1436;DO;1982;;0.0;0.0
1437;DO;1983;;0.0;0.0
1438;DO;1984;;0.0;0.0
1439;DO;1985;;0.0;0.0
1440;DO;1986;;0.0;0.0
1441;DO;1987;;0.0;0.0
1442;DO;1988;;0.0;0.0
1443;DO;1989;;0.0;0.0
1444;DO;1990;;0.0;0.0
1445;DO;1991;;0.0;0.0
1446;DO;1992;;0.0;0.0
1447;DO;1993;2297.0;0.0;0.0
1448;DO;1994;3177.0;0.0;0.0
1449;DO;1995;2787.0;0.0;0.0
1450;DO;1996;3733.0;804.0;496.0
1451;DO;1997;3162.0;1580.0;1102.0
1452;DO;1998;2669.0;1296.0;898.0
1453;DO;1999;3278.0;2025.0;1464.0
1454;DO;2000;2907.0;1719.0;1188.0
1455;DO;2001;2622.0;0.0;0.0
1456;DO;2002;2179.0;1323.0;856.0
1457;DO;2003;2806.0;1687.0;1119.0
1458;DO;2004;2720.0;1707.0;1013.0
1459;DO;2005;2949.0;1767.0;1182.0
1460;DO;2006;2658.0;1597.0;1061.0
1461;DO;2007;2373.0;1480.0;893.0
1462;DO;2008;2458.0;1498.0;960.0
1463;DZ;1980;;0.0;0.0
1464;DZ;1982;;0.0;0.0
1465;DZ;1983;;0.0;0.0
1466;DZ;1984;;0.0;0.0
1467;DZ;1985;;0.0;0.0
1468;DZ;1986;;0.0;0.0
1469;DZ;1987;;0.0;0.0
1470;DZ;1988;;0.0;0.0
1471;DZ;1989;;0.0;0.0
1472;DZ;1990;;0.0;0.0
1473;DZ;1991;;0.0;0.0
1474;DZ;1992;;0.0;0.0
1475;DZ;1993;;0.0;0.0
1476;DZ;1994;6793.0;0.0;0.0
1477;DZ;1995;5735.0;0.0;0.0
1478;DZ;1996;6556.0;0.0;0.0
1479;DZ;1997;7740.0;5767.0;3135.0
1480;DZ;1998;7462.0;0.0;0.0
1481;DZ;1999;7845.0;4417.0;2671.0
1482;DZ;2000;8328.0;4136.0;3914.0
1483;DZ;2001;7953.0;4782.0;3171.0
1484;DZ;2002;8246.0;4572.0;3674.0
1485;DZ;2003;8549.0;4683.0;2958.0
1486;DZ;2004;8285.0;4919.0;3060.0
1487;DZ;2005;8654.0;5335.0;3319.0
1488;DZ;2006;8538.0;4499.0;2897.0
1489;DZ;2007;8439.0;5242.0;3197.0
1490;DZ;2008;8643.0;5292.0;3354.0
1491;EC;1980;;0.0;0.0
1492;EC;1981;;0.0;0.0
1493;EC;1982;;0.0;0.0
1494;EC;1983;;0.0;0.0
1495;EC;1984;;0.0;0.0
1496;EC;1985;;0.0;0.0
1497;EC;1986;;0.0;0.0
1498;EC;1987;;0.0;0.0
1499;EC;1988;;0.0;0.0
1500;EC;1989;;0.0;0.0
1501;EC;1990;;0.0;0.0
1502;EC;1991;;0.0;0.0
1503;EC;1992;;0.0;0.0
1504;EC;1993;5325.0;0.0;0.0
1505;EC;1994;6674.0;0.0;0.0
1506;EC;1995;5890.0;0.0;0.0
1507;EC;1996;6426.0;0.0;0.0
1508;EC;1997;7214.0;0.0;0.0
1509;EC;1998;4900.0;915.0;608.0
1510;EC;1999;4300.0;0.0;0.0
1511;EC;2000;5064.0;0.0;0.0
1512;EC;2001;4439.0;2382.0;2057.0
1513;EC;2002;4223.0;0.0;0.0
1514;EC;2003;4488.0;1084.0;615.0
1515;EC;2004;4340.0;2649.0;1691.0
1516;EC;2005;3048.0;1816.0;1232.0
1517;EC;2006;3182.0;1970.0;1212.0
1518;EC;2007;3448.0;2137.0;1311.0
1519;EC;2008;3380.0;2096.0;1284.0
1520;EE;1980;;0.0;0.0
1521;EE;1981;;0.0;0.0
1522;EE;1982;;0.0;0.0
1523;EE;1983;;0.0;0.0
1524;EE;1984;;0.0;0.0
1525;EE;1985;;0.0;0.0
1526;EE;1986;;0.0;0.0
1527;EE;1987;;0.0;0.0
1528;EE;1988;;0.0;0.0
1529;EE;1989;;0.0;0.0
1530;EE;1990;;0.0;0.0
1531;EE;1991;;0.0;0.0
1532;EE;1992;;0.0;0.0
1533;EE;1993;303.0;0.0;0.0
1534;EE;1994;347.0;0.0;0.0
1535;EE;1995;369.0;0.0;0.0
1536;EE;1996;240.0;181.0;59.0
1537;EE;1997;269.0;185.0;73.0
1538;EE;1998;299.0;244.0;55.0
1539;EE;1999;274.0;212.0;62.0
1540;EE;2000;255.0;196.0;59.0
1541;EE;2001;212.0;153.0;59.0
1542;EE;2002;203.0;147.0;56.0
1543;EE;2003;201.0;150.0;51.0
1544;EE;2004;203.0;151.0;52.0
1545;EE;2005;162.0;112.0;50.0
1546;EE;2006;147.0;106.0;41.0
1547;EE;2007;168.0;134.0;33.0
1548;EE;2008;144.0;102.0;42.0
1549;EG;1980;;0.0;0.0
1550;EG;1981;;0.0;0.0
1551;EG;1982;;0.0;0.0
1552;EG;1983;;0.0;0.0
1553;EG;1984;;0.0;0.0
1554;EG;1985;;0.0;0.0
1555;EG;1986;;0.0;0.0
1556;EG;1987;;0.0;0.0
1557;EG;1988;;0.0;0.0
1558;EG;1989;;0.0;0.0
1559;EG;1990;;0.0;0.0
1560;EG;1991;;0.0;0.0
1561;EG;1992;;0.0;0.0
1562;EG;1993;;0.0;0.0
1563;EG;1994;1811.0;0.0;0.0
1564;EG;1995;4229.0;2921.0;1554.0
1565;EG;1996;5084.0;3478.0;1157.0
1566;EG;1997;5469.0;3485.0;1589.0
1567;EG;1998;4915.0;3445.0;1632.0
1568;EG;1999;5094.0;3235.0;1478.0
1569;EG;2000;4606.0;3097.0;1483.0
1570;EG;2001;4514.0;2993.0;1521.0
1571;EG;2002;4889.0;3207.0;1570.0
1572;EG;2003;5118.0;3347.0;1654.0
1573;EG;2004;5383.0;3136.0;1483.0
1574;EG;2005;5217.0;2356.0;1374.0
1575;EG;2006;4745.0;2950.0;1760.0
1576;EG;2007;4887.0;3321.0;1565.0
1577;EG;2008;5102.0;3513.0;1589.0
1578;ER;1990;;0.0;0.0
1579;ER;1992;;0.0;0.0
1580;ER;1993;;0.0;0.0
1581;ER;1994;;0.0;0.0
1582;ER;1995;;0.0;0.0
1583;ER;1996;;0.0;0.0
1584;ER;1997;120.0;57.0;52.0
1585;ER;1998;135.0;122.0;106.0
1586;ER;1999;527.0;280.0;250.0
1587;ER;2000;590.0;288.0;309.0
1588;ER;2001;702.0;359.0;343.0
1589;ER;2002;646.0;330.0;316.0
1590;ER;2003;887.0;373.0;514.0
1591;ER;2004;720.0;300.0;379.0
1592;ER;2005;687.0;335.0;352.0
1593;ER;2006;680.0;285.0;395.0
1594;ER;2007;694.0;394.0;300.0
1595;ER;2008;839.0;0.0;0.0
1596;ES;1980;;0.0;0.0
1597;ES;1981;;0.0;0.0
1598;ES;1982;;0.0;0.0
1599;ES;1983;;0.0;0.0
1600;ES;1984;;0.0;0.0
1601;ES;1985;;0.0;0.0
1602;ES;1986;;0.0;0.0
1603;ES;1987;;0.0;0.0
1604;ES;1988;;0.0;0.0
1605;ES;1989;;0.0;0.0
1606;ES;1990;;0.0;0.0
1607;ES;1991;;0.0;0.0
1608;ES;1992;;0.0;0.0
1609;ES;1993;;0.0;0.0
1610;ES;1995;2605.0;1223.0;477.0
1611;ES;1996;;0.0;0.0
1612;ES;1997;;0.0;0.0
1613;ES;1998;1906.0;1380.0;536.0
1614;ES;1999;;0.0;0.0
1615;ES;2000;3423.0;0.0;0.0
1616;ES;2001;2456.0;1460.0;649.0
1617;ES;2002;3317.0;1837.0;809.0
1618;ES;2003;2876.0;1372.0;642.0
1619;ES;2004;2082.0;1365.0;646.0
1620;ES;2005;2511.0;1542.0;752.0
1621;ES;2006;2006.0;1317.0;685.0
1622;ES;2007;2317.0;1526.0;784.0
1623;ES;2008;2333.0;1526.0;806.0
1624;ET;1980;;0.0;0.0
1625;ET;1981;;0.0;0.0
1626;ET;1982;;0.0;0.0
1627;ET;1983;;0.0;0.0
1628;ET;1984;;0.0;0.0
1629;ET;1985;;0.0;0.0
1630;ET;1986;;0.0;0.0
1631;ET;1987;;0.0;0.0
1632;ET;1988;;0.0;0.0
1633;ET;1989;;0.0;0.0
1634;ET;1990;;0.0;0.0
1635;ET;1991;;0.0;0.0
1636;ET;1992;;0.0;0.0
1637;ET;1993;;0.0;0.0
1638;ET;1994;5752.0;0.0;0.0
1639;ET;1995;9040.0;3495.0;2585.0
1640;ET;1996;13160.0;5203.0;4022.0
1641;ET;1997;15957.0;8604.0;7149.0
1642;ET;1998;18864.0;9594.0;8270.0
1643;ET;1999;21597.0;11952.0;9603.0
1644;ET;2000;30510.0;16781.0;13729.0
1645;ET;2001;33028.0;18147.0;14881.0
1646;ET;2002;36541.0;19549.0;16992.0
1647;ET;2003;39698.0;21899.0;17799.0
1648;ET;2004;41430.0;22744.0;18686.0
1649;ET;2005;38525.0;20957.0;17568.0
1650;ET;2006;36674.0;20235.0;16439.0
1651;ET;2007;38040.0;20884.0;17156.0
1652;ET;2008;40794.0;22502.0;18292.0
1653;FI;1980;;0.0;0.0
1654;FI;1981;;0.0;0.0
1655;FI;1982;;0.0;0.0
1656;FI;1983;;0.0;0.0
1657;FI;1984;;0.0;0.0
1658;FI;1985;;0.0;0.0
1659;FI;1986;;0.0;0.0
1660;FI;1987;;0.0;0.0
1661;FI;1988;;0.0;0.0
1662;FI;1989;;0.0;0.0
1663;FI;1990;;0.0;0.0
1664;FI;1991;;0.0;0.0
1665;FI;1992;;0.0;0.0
1666;FI;1993;;0.0;0.0
1667;FI;1994;;0.0;0.0
1668;FI;1995;244.0;150.0;94.0
1669;FI;1996;240.0;157.0;83.0
1670;FI;1997;186.0;131.0;55.0
1671;FI;1998;188.0;116.0;72.0
1672;FI;1999;179.0;116.0;63.0
1673;FI;2000;205.0;133.0;68.0
1674;FI;2001;150.0;96.0;52.0
1675;FI;2002;130.0;86.0;42.0
1676;FI;2003;138.0;78.0;57.0
1677;FI;2004;124.0;76.0;26.0
1678;FI;2005;130.0;63.0;34.0
1679;FI;2006;84.0;51.0;33.0
1680;FI;2007;85.0;55.0;30.0
1681;FI;2008;104.0;75.0;29.0
1682;FJ;1980;;0.0;0.0
1683;FJ;1981;;0.0;0.0
1684;FJ;1982;;0.0;0.0
1685;FJ;1983;;0.0;0.0
1686;FJ;1984;82.0;0.0;0.0
1687;FJ;1985;99.0;0.0;0.0
1688;FJ;1986;86.0;0.0;0.0
1689;FJ;1987;75.0;0.0;0.0
1690;FJ;1988;65.0;0.0;0.0
1691;FJ;1989;76.0;0.0;0.0
1692;FJ;1990;84.0;0.0;0.0
1693;FJ;1991;75.0;0.0;0.0
1694;FJ;1992;75.0;0.0;0.0
1695;FJ;1993;61.0;0.0;0.0
1696;FJ;1994;62.0;35.0;27.0
1697;FJ;1995;68.0;36.0;32.0
1698;FJ;1996;69.0;40.0;29.0
1699;FJ;1997;66.0;35.0;31.0
1700;FJ;1998;74.0;39.0;35.0
1701;FJ;1999;65.0;40.0;25.0
1702;FJ;2000;62.0;38.0;24.0
1703;FJ;2001;73.0;38.0;24.0
1704;FJ;2002;74.0;45.0;29.0
1705;FJ;2003;78.0;49.0;29.0
1706;FJ;2004;62.0;37.0;25.0
1707;FJ;2005;63.0;88.0;44.0
1708;FJ;2006;73.0;39.0;34.0
1709;FJ;2007;52.0;31.0;36.0
1710;FJ;2008;78.0;41.0;37.0
1711;FM;1982;;0.0;0.0
1712;FM;1983;;0.0;0.0
1713;FM;1984;;0.0;0.0
1714;FM;1985;;0.0;0.0
1715;FM;1986;;0.0;0.0
1716;FM;1987;;0.0;0.0
1717;FM;1988;;0.0;0.0
1718;FM;1989;;0.0;0.0
1719;FM;1990;;0.0;0.0
1720;FM;1991;;0.0;0.0
1721;FM;1992;;0.0;0.0
1722;FM;1993;;0.0;0.0
1723;FM;1994;;0.0;0.0
1724;FM;1995;9.0;5.0;2.0
1725;FM;1996;14.0;4.0;6.0
1726;FM;1997;9.0;2.0;9.0
1727;FM;1998;14.0;22.0;6.0
1728;FM;1999;;0.0;0.0
1729;FM;2000;15.0;4.0;11.0
1730;FM;2001;8.0;5.0;3.0
1731;FM;2002;22.0;6.0;14.0
1732;FM;2003;26.0;10.0;17.0
1733;FM;2004;35.0;9.0;17.0
1734;FM;2005;32.0;0.0;0.0
1735;FM;2006;41.0;59.0;54.0
1736;FM;2007;47.0;19.0;28.0
1737;FM;2008;38.0;18.0;19.0
1738;FR;1980;;0.0;0.0
1739;FR;1981;;0.0;0.0
1740;FR;1982;;0.0;0.0
1741;FR;1983;;0.0;0.0
1742;FR;1984;;0.0;0.0
1743;FR;1985;;0.0;0.0
1744;FR;1986;;0.0;0.0
1745;FR;1987;;0.0;0.0
1746;FR;1988;;0.0;0.0
1747;FR;1989;;0.0;0.0
1748;FR;1990;;0.0;0.0
1749;FR;1991;;0.0;0.0
1750;FR;1992;;0.0;0.0
1751;FR;1993;4455.0;0.0;0.0
1752;FR;1994;3196.0;0.0;0.0
1753;FR;1995;3449.0;2326.0;1123.0
1754;FR;1996;3002.0;1982.0;1009.0
1755;FR;1997;2430.0;1595.0;826.0
1756;FR;1998;;0.0;0.0
1757;FR;1999;2325.0;1488.0;824.0
1758;FR;2000;1815.0;1221.0;586.0
1759;FR;2001;2398.0;1159.0;668.0
1760;FR;2002;2276.0;1168.0;586.0
1761;FR;2003;2219.0;1146.0;573.0
1762;FR;2004;1923.0;1118.0;563.0
1763;FR;2005;1941.0;1108.0;610.0
1764;FR;2006;1911.0;1246.0;657.0
1765;FR;2007;1921.0;1206.0;710.0
1766;FR;2008;1222.0;800.0;421.0
1767;GA;1980;;0.0;0.0
1768;GA;1981;;0.0;0.0
1769;GA;1982;;0.0;0.0
1770;GA;1983;;0.0;0.0
1771;GA;1984;;0.0;0.0
1772;GA;1985;;0.0;0.0
1773;GA;1986;;0.0;0.0
1774;GA;1987;;0.0;0.0
1775;GA;1988;;0.0;0.0
1776;GA;1989;;0.0;0.0
1777;GA;1990;;0.0;0.0
1778;GA;1991;;0.0;0.0
1779;GA;1992;;0.0;0.0
1780;GA;1993;;0.0;0.0
1781;GA;1994;395.0;0.0;0.0
1782;GA;1995;486.0;301.0;185.0
1783;GA;1996;263.0;147.0;102.0
1784;GA;1997;577.0;0.0;0.0
1785;GA;1998;889.0;546.0;340.0
1786;GA;1999;916.0;550.0;365.0
1787;GA;2001;1137.0;689.0;442.0
1788;GA;2002;1033.0;598.0;435.0
1789;GA;2003;1233.0;726.0;507.0
1790;GA;2004;1323.0;826.0;497.0
1791;GA;2005;1042.0;608.0;434.0
1792;GA;2006;1145.0;684.0;461.0
1793;GA;2007;1462.0;0.0;0.0
1794;GA;2008;1502.0;904.0;597.0
1795;GB;1980;;0.0;0.0
1796;GB;1981;;0.0;0.0
1797;GB;1982;;0.0;0.0
1798;GB;1983;;0.0;0.0
1799;GB;1984;;0.0;0.0
1800;GB;1985;;0.0;0.0
1801;GB;1986;;0.0;0.0
1802;GB;1987;;0.0;0.0
1803;GB;1988;;0.0;0.0
1804;GB;1989;;0.0;0.0
1805;GB;1990;;0.0;0.0
1806;GB;1991;;0.0;0.0
1807;GB;1992;;0.0;0.0
1808;GB;1993;283.0;0.0;0.0
1809;GB;1994;270.0;0.0;0.0
1810;GB;1995;;0.0;0.0
1811;GB;1996;4147.0;0.0;0.0
1812;GB;1997;844.0;498.0;291.0
1813;GB;1998;1342.0;857.0;485.0
1814;GB;1999;797.0;467.0;329.0
1815;GB;2000;1204.0;620.0;407.0
1816;GB;2001;946.0;643.0;447.0
1817;GB;2002;1365.0;715.0;455.0
1818;GB;2003;1455.0;656.0;477.0
1819;GB;2004;1693.0;761.0;545.0
1820;GB;2005;1821.0;824.0;523.0
1821;GB;2006;1767.0;1066.0;693.0
1822;GB;2007;1639.0;1174.0;721.0
1823;GB;2008;1286.0;744.0;538.0
1824;GD;1980;;0.0;0.0
1825;GD;1981;;0.0;0.0
1826;GD;1982;;0.0;0.0
1827;GD;1983;;0.0;0.0
1828;GD;1984;;0.0;0.0
1829;GD;1985;;0.0;0.0
1830;GD;1986;;0.0;0.0
1831;GD;1987;;0.0;0.0
1832;GD;1988;;0.0;0.0
1833;GD;1989;;0.0;0.0
1834;GD;1990;;0.0;0.0
1835;GD;1991;;0.0;0.0
1836;GD;1992;;0.0;0.0
1837;GD;1993;0.0;0.0;0.0
1838;GD;1994;3.0;0.0;0.0
1839;GD;1995;2.0;0.0;0.0
1840;GD;1996;0.0;0.0;0.0
1841;GD;1997;1.0;1.0;1.0
1842;GD;1998;2.0;2.0;0.0
1843;GD;1999;3.0;2.0;1.0
1844;GD;2000;0.0;0.0;0.0
1845;GD;2002;0.0;0.0;0.0
1846;GD;2003;2.0;1.0;1.0
1847;GD;2004;2.0;0.0;1.0
1848;GD;2005;;0.0;0.0
1849;GD;2006;1.0;1.0;0.0
1850;GD;2007;3.0;2.0;1.0
1851;GD;2008;5.0;5.0;0.0
1852;GE;1980;;0.0;0.0
1853;GE;1981;;0.0;0.0
1854;GE;1982;;0.0;0.0
1855;GE;1983;;0.0;0.0
1856;GE;1984;;0.0;0.0
1857;GE;1985;;0.0;0.0
1858;GE;1986;;0.0;0.0
1859;GE;1987;;0.0;0.0
1860;GE;1988;;0.0;0.0
1861;GE;1989;;0.0;0.0
1862;GE;1990;;0.0;0.0
1863;GE;1992;;0.0;0.0
1864;GE;1993;;0.0;0.0
1865;GE;1995;221.0;147.0;74.0
1866;GE;1996;482.0;336.0;139.0
1867;GE;1997;595.0;404.0;191.0
1868;GE;1998;547.0;387.0;160.0
1869;GE;1999;746.0;622.0;124.0
1870;GE;2000;601.0;440.0;152.0
1871;GE;2001;1014.0;787.0;227.0
1872;GE;2002;987.0;749.0;235.0
1873;GE;2003;989.0;747.0;240.0
1874;GE;2004;1311.0;1001.0;310.0
1875;GE;2005;1509.0;1109.0;386.0
1876;GE;2006;1831.0;1409.0;422.0
1877;GE;2007;1867.0;1382.0;483.0
1878;GE;2008;1868.0;4264.0;1570.0
1879;GH;1980;;0.0;0.0
1880;GH;1981;;0.0;0.0
1881;GH;1982;;0.0;0.0
1882;GH;1983;;0.0;0.0
1883;GH;1984;;0.0;0.0
1884;GH;1985;;0.0;0.0
1885;GH;1986;;0.0;0.0
1886;GH;1987;;0.0;0.0
1887;GH;1988;;0.0;0.0
1888;GH;1989;;0.0;0.0
1889;GH;1990;;0.0;0.0
1890;GH;1991;;0.0;0.0
1891;GH;1992;;0.0;0.0
1892;GH;1993;;0.0;0.0
1893;GH;1994;5778.0;0.0;0.0
1894;GH;1995;2638.0;1664.0;974.0
1895;GH;1996;6474.0;1536.0;886.0
1896;GH;1997;7254.0;3489.0;2107.0
1897;GH;1998;7757.0;4329.0;2676.0
1898;GH;1999;6877.0;4335.0;2490.0
1899;GH;2000;7316.0;4736.0;2580.0
1900;GH;2001;7712.0;4826.0;2886.0
1901;GH;2002;7732.0;4961.0;2771.0
1902;GH;2003;7714.0;5031.0;2683.0
1903;GH;2004;7259.0;4821.0;2438.0
1904;GH;2005;7505.0;4973.0;2532.0
1905;GH;2006;7786.0;5179.0;2607.0
1906;GH;2007;7429.0;4909.0;2520.0
1907;GH;2008;7904.0;0.0;0.0
1908;GM;1980;;0.0;0.0
1909;GM;1981;;0.0;0.0
1910;GM;1994;;0.0;0.0
1911;GM;1995;778.0;465.0;193.0
1912;GM;1996;743.0;479.0;278.0
1913;GM;1997;820.0;591.0;229.0
1914;GM;1998;900.0;631.0;272.0
1915;GM;1999;861.0;599.0;263.0
1916;GM;2001;;0.0;0.0
1917;GM;2002;1035.0;734.0;301.0
1918;GM;2003;1040.0;716.0;319.0
1919;GM;2004;1011.0;733.0;279.0
1920;GM;2005;1127.0;803.0;324.0
1921;GM;2006;1209.0;819.0;390.0
1922;GM;2007;1238.0;0.0;0.0
1923;GM;2008;1300.0;878.0;422.0
1924;GN;1981;;0.0;0.0
1925;GN;1982;;0.0;0.0
1926;GN;1983;;0.0;0.0
1927;GN;1984;;0.0;0.0
1928;GN;1985;;0.0;0.0
1929;GN;1986;;0.0;0.0
1930;GN;1987;;0.0;0.0
1931;GN;1988;;0.0;0.0
1932;GN;1989;;0.0;0.0
1933;GN;1990;;0.0;0.0
1934;GN;1991;;0.0;0.0
1935;GN;1992;;0.0;0.0
1936;GN;1993;2082.0;0.0;0.0
1937;GN;1994;2158.0;0.0;0.0
1938;GN;1995;2263.0;1505.0;758.0
1939;GN;1996;2844.0;1846.0;998.0
1940;GN;1997;2981.0;1954.0;1027.0
1941;GN;1998;3362.0;2244.0;1118.0
1942;GN;1999;3563.0;2290.0;1272.0
1943;GN;2000;3920.0;2608.0;1312.0
1944;GN;2001;4092.0;2682.0;1410.0
1945;GN;2002;4300.0;2653.0;1375.0
1946;GN;2003;4495.0;3048.0;1447.0
1947;GN;2004;5015.0;3306.0;1709.0
1948;GN;2005;5479.0;3531.0;1948.0
1949;GN;2006;5903.0;3897.0;2006.0
1950;GN;2007;6199.0;4145.0;2079.0
1951;GN;2008;6561.0;4453.0;2108.0
1952;GQ;1984;;0.0;0.0
1953;GQ;1985;;0.0;0.0
1954;GQ;1986;;0.0;0.0
1955;GQ;1987;;0.0;0.0
1956;GQ;1988;;0.0;0.0
1957;GQ;1989;;0.0;0.0
1958;GQ;1990;;0.0;0.0
1959;GQ;1991;;0.0;0.0
1960;GQ;1992;;0.0;0.0
1961;GQ;1993;;0.0;0.0
1962;GQ;1994;;0.0;0.0
1963;GQ;1995;219.0;138.0;80.0
1964;GQ;1996;209.0;0.0;0.0
1965;GQ;1997;226.0;150.0;76.0
1966;GQ;1998;284.0;177.0;107.0
1967;GQ;2003;;0.0;0.0
1968;GQ;2004;406.0;245.0;161.0
1969;GQ;2006;;0.0;0.0
1970;GQ;2007;;0.0;0.0
1971;GQ;2008;541.0;328.0;213.0
1972;GR;1980;;0.0;0.0
1973;GR;1981;;0.0;0.0
1974;GR;1982;;0.0;0.0
1975;GR;1983;;0.0;0.0
1976;GR;1984;;0.0;0.0
1977;GR;1985;;0.0;0.0
1978;GR;1986;;0.0;0.0
1979;GR;1987;;0.0;0.0
1980;GR;1988;;0.0;0.0
1981;GR;1989;;0.0;0.0
1982;GR;1990;;0.0;0.0
1983;GR;1991;;0.0;0.0
1984;GR;1992;;0.0;0.0
1985;GR;1995;;0.0;0.0
1986;GR;1996;;0.0;0.0
1987;GR;1997;285.0;208.0;79.0
1988;GR;1998;313.0;192.0;95.0
1989;GR;1999;143.0;105.0;37.0
1990;GR;2000;235.0;154.0;57.0
1991;GR;2001;213.0;136.0;63.0
1992;GR;2002;212.0;114.0;38.0
1993;GR;2003;234.0;159.0;48.0
1994;GR;2004;176.0;111.0;40.0
1995;GR;2005;197.0;116.0;65.0
1996;GR;2006;210.0;141.0;69.0
1997;GR;2007;257.0;176.0;80.0
1998;GR;2008;80.0;50.0;30.0
1999;GT;1980;;0.0;0.0
2000;GT;1981;;0.0;0.0
2001;GT;1982;;0.0;0.0
2002;GT;1983;;0.0;0.0
2003;GT;1984;;0.0;0.0
2004;GT;1985;;0.0;0.0
2005;GT;1986;;0.0;0.0
2006;GT;1987;;0.0;0.0
2007;GT;1988;;0.0;0.0
2008;GT;1989;;0.0;0.0
2009;GT;1990;;0.0;0.0
2010;GT;1991;;0.0;0.0
2011;GT;1992;;0.0;0.0
2012;GT;1993;2128.0;0.0;0.0
2013;GT;1994;1994.0;0.0;0.0
2014;GT;1995;2368.0;1248.0;1120.0
2015;GT;1996;2224.0;1179.0;1129.0
2016;GT;1997;2218.0;1203.0;1015.0
2017;GT;1998;2255.0;1211.0;1044.0
2018;GT;1999;2264.0;1203.0;1061.0
2019;GT;2000;2052.0;1137.0;915.0
2020;GT;2001;1669.0;900.0;769.0
2021;GT;2002;1865.0;1055.0;810.0
2022;GT;2003;1795.0;982.0;813.0
2023;GT;2004;2339.0;1308.0;1031.0
2024;GT;2005;2420.0;1162.0;1258.0
2025;GT;2006;2501.0;0.0;0.0
2026;GT;2007;2348.0;1193.0;1155.0
2027;GT;2008;2070.0;1143.0;927.0
2028;GU;1980;;0.0;0.0
2029;GU;1981;;0.0;0.0
2030;GU;1982;;0.0;0.0
2031;GU;1983;;0.0;0.0
2032;GU;1984;;0.0;0.0
2033;GU;1985;;0.0;0.0
2034;GU;1986;;0.0;0.0
2035;GU;1987;;0.0;0.0
2036;GU;1988;;0.0;0.0
2037;GU;1989;;0.0;0.0
2038;GU;1992;;0.0;0.0
2039;GU;1993;;0.0;0.0
2040;GU;1994;40.0;0.0;0.0
2041;GU;1999;;0.0;0.0
2042;GU;2000;43.0;39.0;15.0
2043;GU;2001;47.0;33.0;15.0
2044;GU;2002;31.0;38.0;27.0
2045;GU;2003;0.0;22.0;17.0
2046;GU;2004;22.0;14.0;8.0
2047;GU;2005;27.0;18.0;9.0
2048;GU;2006;21.0;15.0;6.0
2049;GU;2007;5.0;2.0;3.0
2050;GU;2008;31.0;23.0;8.0
2051;GW;1980;;0.0;0.0
2052;GW;1981;;0.0;0.0
2053;GW;1982;;0.0;0.0
2054;GW;1983;;0.0;0.0
2055;GW;1984;;0.0;0.0
2056;GW;1985;;0.0;0.0
2057;GW;1986;;0.0;0.0
2058;GW;1987;;0.0;0.0
2059;GW;1988;;0.0;0.0
2060;GW;1989;;0.0;0.0
2061;GW;1990;;0.0;0.0
2062;GW;1991;;0.0;0.0
2063;GW;1992;;0.0;0.0
2064;GW;1993;;0.0;0.0
2065;GW;1994;;0.0;0.0
2066;GW;1995;956.0;0.0;0.0
2067;GW;1996;922.0;586.0;336.0
2068;GW;1997;855.0;0.0;0.0
2069;GW;1998;541.0;0.0;0.0
2070;GW;1999;704.0;0.0;0.0
2071;GW;2000;526.0;348.0;178.0
2072;GW;2001;;0.0;0.0
2073;GW;2002;899.0;538.0;361.0
2074;GW;2003;963.0;579.0;384.0
2075;GW;2004;1186.0;689.0;497.0
2076;GW;2005;1132.0;694.0;438.0
2077;GW;2006;1030.0;603.0;427.0
2078;GW;2007;;0.0;0.0
2079;GW;2008;1223.0;730.0;493.0
2080;GY;1980;;0.0;0.0
2081;GY;1981;;0.0;0.0
2082;GY;1982;;0.0;0.0
2083;GY;1983;;0.0;0.0
2084;GY;1984;;0.0;0.0
2085;GY;1985;;0.0;0.0
2086;GY;1986;;0.0;0.0
2087;GY;1987;;0.0;0.0
2088;GY;1988;;0.0;0.0
2089;GY;1989;;0.0;0.0
2090;GY;1990;;0.0;0.0
2091;GY;1991;;0.0;0.0
2092;GY;1992;;0.0;0.0
2093;GY;1993;51.0;0.0;0.0
2094;GY;1994;61.0;0.0;0.0
2095;GY;1995;85.0;48.0;32.0
2096;GY;1996;71.0;46.0;25.0
2097;GY;1997;105.0;62.0;43.0
2098;GY;1998;85.0;186.0;132.0
2099;GY;1999;178.0;0.0;0.0
2100;GY;2000;119.0;79.0;40.0
2101;GY;2001;174.0;122.0;52.0
2102;GY;2002;138.0;346.0;180.0
2103;GY;2003;244.0;389.0;206.0
2104;GY;2004;164.0;355.0;155.0
2105;GY;2005;240.0;448.0;208.0
2106;GY;2006;294.0;223.0;75.0
2107;GY;2007;233.0;165.0;68.0
2108;GY;2008;320.0;238.0;82.0
2109;HK;1980;;0.0;0.0
2110;HK;1981;;0.0;0.0
2111;HK;1982;;0.0;0.0
2112;HK;1983;;0.0;0.0
2113;HK;1984;;0.0;0.0
2114;HK;1985;;0.0;0.0
2115;HK;1986;;0.0;0.0
2116;HK;1987;;0.0;0.0
2117;HK;1988;;0.0;0.0
2118;HK;1989;;0.0;0.0
2119;HK;1990;;0.0;0.0
2120;HK;1991;;0.0;0.0
